caldt,crsp_fundno,mtna,mret,mnav
2010-05-28,047945,28.900,-0.087435,28.8856000
2010-06-30,047945,28.700,-0.053040,27.3535000
2010-07-30,047945,32.600,0.134305,31.0272000
2010-08-31,047945,,-0.098436,27.9730000
2010-09-30,047945,,0.084296,30.3310000
2010-10-29,047945,33.100,0.039514,31.5295000
2010-11-30,047945,31.200,-0.056782,29.7392000
2010-12-31,047945,28.600,0.067904,31.7586000
2011-01-31,047945,28.500,0.055953,33.5356000
2011-02-28,047945,29.200,0.025758,34.3994000
2011-03-31,047945,29.900,0.022381,35.1693000
2011-04-29,047945,29.800,-0.003102,35.0602000
2011-05-31,047945,26.800,-0.046089,33.4443000
2011-06-30,047945,26.400,-0.013291,32.9998000
2011-07-29,047945,23.200,-0.061403,30.9735000
2011-08-31,047945,21.500,-0.073737,28.6896000
2011-09-30,047945,18.200,-0.154812,24.2481000
2011-10-31,047945,18.300,0.080885,26.2094000
2011-11-30,047945,17.500,-0.043877,25.0594000
2011-12-30,047945,14.900,-0.005978,24.9096000
2012-01-31,047945,13.700,0.097440,27.3368000
2012-02-29,047945,14.200,0.039639,28.4204000
2012-03-30,047945,14.100,-0.005616,28.2608000
2012-04-30,047945,13.500,-0.041301,27.0936000
2012-05-31,047945,11.300,-0.072873,25.1192000
2012-06-29,047945,12.000,0.061535,26.6649000
2012-07-31,047945,12.000,-0.000071,26.6630000
2012-08-31,047945,12.600,0.050868,28.0193000
2012-09-28,047945,13.000,0.035488,28.9280000
2012-10-31,047945,12.700,-0.025380,28.1938000
2012-11-30,047945,12.800,0.007551,28.4067000
2012-12-31,047945,13.300,0.039924,29.5408000
2013-01-31,047945,12.600,0.066853,31.5157000
2013-02-28,047945,13.000,0.027780,32.3912000
2013-03-28,047945,12.900,-0.003930,32.2478000
2013-04-30,047945,11.400,0.012041,32.6361000
2013-05-31,047945,11.500,0.007054,32.8663000
2013-06-28,047945,11.000,-0.044669,31.3982000
2013-07-31,047945,11.600,0.055701,33.1471000
2013-08-30,047945,11.100,-0.043355,31.7100000
2013-09-30,047945,11.800,0.066859,33.8301000
2013-10-31,047945,12.600,0.062979,35.9607000
2013-11-29,047945,12.600,-0.000723,35.9347000
2013-12-31,047945,12.700,0.009605,36.1974000
2014-01-31,047945,12.800,0.011763,36.6232000
2014-02-28,047945,13.600,0.061909,38.8905000
2014-03-31,047945,13.600,-0.000330,38.7516000
2014-04-30,047945,15.300,-0.014479,38.1905000
2014-05-30,047945,14.900,-0.024265,37.2638000
2014-06-30,047945,13.100,0.015622,37.5440000
2014-07-31,047945,12.500,-0.051358,35.6158000
2014-08-29,047945,13.000,0.042571,37.1320000
2014-09-30,047945,14.200,-0.045485,35.3787000
2014-10-31,047945,14.300,0.013844,35.8685000
2014-11-28,047945,14.300,-0.005213,35.6815000
2014-12-31,047945,14.200,-0.005823,35.4428000
2015-01-30,047945,13.600,-0.040657,34.0018000
2015-02-27,047945,14.300,0.051647,35.7579000
2015-03-31,047945,12.500,0.003098,35.8500000
2015-04-30,047945,12.700,0.010050,36.2103000
2015-05-29,047945,12.900,0.019271,36.9081000
2015-06-30,047945,12.400,-0.033071,35.4552000
2015-07-31,047945,12.100,-0.021926,34.6778000
2015-08-31,047945,11.400,-0.059130,32.6273000
2015-09-30,047945,11.000,-0.032472,31.4953000
2015-10-30,047945,11.600,0.054326,33.2063000
2015-11-30,047945,11.800,0.014904,33.7012000
2015-12-31,047945,11.400,-0.030184,32.6068000
2016-01-29,047945,9.100,-0.066735,30.4308000
2016-02-29,047945,9.500,0.037712,31.5784000
2016-03-31,047945,10.400,0.097174,34.6470000
2016-04-29,047945,10.800,0.038329,35.9750000
2016-05-31,047945,12.800,0.013420,36.4578000
2016-06-30,047945,12.300,-0.030271,35.1468000
2016-07-29,047945,13.100,0.061806,37.3191000
2016-08-31,047945,13.400,0.023814,38.2078000
2016-09-30,047945,13.700,0.028278,39.1818000
2016-10-31,047945,15.100,-0.033906,37.8533000
2016-11-30,047945,16.000,0.053826,39.8908000
2016-12-30,047945,18.100,0.011265,40.2233000
2017-01-31,047945,22.500,0.016389,40.8825000
2017-02-28,047945,22.300,-0.007644,40.5700000
2017-03-31,047945,23.100,0.033404,41.9252000
2017-04-28,047945,19.400,0.029748,43.1724000
2017-05-31,047945,21.600,-0.000799,43.1379000
2017-06-30,047945,21.700,0.014190,43.3556000
2017-07-31,047945,22.700,0.047807,45.4283000
2017-08-31,047945,23.200,0.019831,46.3292000
2017-09-29,047945,27.000,0.059042,48.9992000
2017-10-31,047945,27.700,0.028319,50.3868000
2017-11-30,047945,27.500,-0.007280,50.0200000
2017-12-29,047945,33.100,0.020218,50.9432000
2018-01-31,047945,34.100,0.029395,52.4407000
2018-02-28,047945,32.600,-0.044509,50.1066000
2018-03-29,047945,32.200,-0.010141,49.5380000
2018-04-30,047945,34.100,-0.018085,48.6421000
2018-05-31,047945,38.100,0.045105,50.8361000
2018-06-29,047945,34.100,-0.037247,48.6436000
2018-07-31,047945,35.100,0.031560,50.1788000
2018-08-31,047945,35.000,-0.002957,50.0304000
2018-09-28,047945,33.300,-0.045861,47.6179000
2018-10-31,047945,29.600,-0.111968,42.2862000
2018-11-30,047945,29.800,0.005475,42.5177000
2018-12-31,047945,23.500,-0.078436,39.1754000
2019-01-31,047945,26.600,0.130858,44.3018000
2019-02-28,047945,27.200,0.024658,45.3942000
2019-03-29,047945,26.200,-0.035168,43.6944000
2019-04-30,047945,27.800,0.058566,46.2534000
2019-05-31,047945,26.000,-0.062082,43.3819000
2019-06-28,047945,29.000,0.121706,48.3874000
2019-07-31,047945,29.200,0.006227,48.6887000
2019-08-30,047945,28.800,-0.015110,47.9530000
2019-09-30,047945,27.200,0.037579,49.5117000
2019-10-31,047945,28.200,0.034614,51.2255000
2019-11-29,047945,31.500,0.026282,52.5718000
2019-12-31,047945,32.900,0.045163,54.8642000
2020-01-31,047945,32.300,-0.017454,53.9066000
2020-02-28,047945,35.100,0.002592,54.0463000
2020-03-31,047945,27.900,-0.205390,42.8871000
2020-04-30,047945,32.100,0.149861,49.3142000
2020-05-29,047945,34.500,0.076063,53.0652000
2020-06-30,047945,38.400,0.035241,54.7867000
2020-07-31,047945,40.700,0.060562,58.1047000
2020-08-31,047945,54.700,0.107062,64.3255000
2020-09-30,047945,56.600,-0.019470,62.8642000
2020-10-30,047945,73.500,0.016790,63.9197000
2020-11-30,047945,105.400,0.178197,75.3100000
2020-12-31,047945,137.000,0.072340,80.6100000
2021-01-29,047945,178.100,0.004218,80.9500000
2021-02-26,047945,236.600,0.043978,84.5100000
2021-03-31,047945,266.300,0.017407,85.9300000
2021-04-30,047945,373.200,0.021762,87.8000000
2021-05-28,047945,394.000,0.031435,90.5600000
2021-06-30,047945,425.900,0.026080,92.5800000
2021-07-30,047945,442.700,0.039425,96.2300000
2021-08-31,047945,548.900,0.027642,98.8900000
2021-09-30,047945,550.200,-0.062672,92.4800000
2021-10-29,047945,624.600,0.098183,101.5600000
2021-11-30,047945,756.300,-0.007089,100.8400000
2021-12-31,047945,822.000,0.019326,102.7500000
2022-01-31,047945,748.300,-0.100925,92.3800000
2022-02-28,047945,723.300,-0.015155,90.9800000
2022-03-31,047945,728.900,0.035178,94.0500000
2022-04-29,047945,656.700,-0.093142,85.2900000
2022-05-31,047945,612.500,0.011490,86.2700000
2022-06-30,047945,571.600,-0.093829,77.7600000
2022-07-29,047945,639.200,0.149691,89.4000000
2022-08-31,047945,593.200,-0.065548,83.5400000
2022-09-30,047945,538.300,-0.095728,75.2800000
2022-10-31,047945,595.500,0.106403,83.2900000
2022-11-30,047945,670.100,0.117421,93.0700000
2022-12-30,047945,637.600,-0.058550,87.3500000
2023-01-31,047945,709.400,0.090097,95.2200000
2023-02-28,047945,707.700,-0.009032,94.3600000
2023-03-31,047945,722.500,0.035549,97.6300000
2023-04-28,047945,729.300,-0.010550,96.6000000
2023-05-31,047945,765.300,0.015631,98.1100000
2023-06-30,047945,907.500,0.076652,104.9200000
2023-07-31,047945,1159.900,0.004956,105.4400000
2023-08-31,047945,1105.700,-0.042394,100.9700000
2023-09-29,047945,1019.800,-0.067571,93.9900000
2023-10-31,047945,874.100,-0.079264,86.5400000
2023-11-30,047945,759.600,0.118211,96.7700000
2023-12-29,047945,816.400,0.085341,104.6700000
2024-01-31,047945,806.300,-0.043088,100.1600000
2024-02-29,047945,885.600,0.084864,108.6600000
2024-03-28,047945,995.000,0.053485,114.3700000
2024-04-30,047945,1015.000,-0.019411,112.1500000
2024-05-31,047945,1421.000,0.069282,119.9200000
2024-06-28,047945,1447.700,-0.032812,115.3500000
2024-07-31,047945,1559.200,0.031816,119.0200000
2024-08-30,047945,1643.900,0.023105,121.7700000
2024-09-30,047945,1846.700,0.044339,126.9200000
2024-10-31,047945,1876.100,-0.043256,121.4300000
2024-11-29,047945,2049.800,0.035576,125.7500000
2024-12-31,047945,2041.900,-0.048326,119.4100000
2025-01-31,047945,2159.800,0.010468,120.6600000
2025-02-28,047945,2199.700,-0.025112,117.6300000
2025-03-31,047945,2009.800,-0.036248,113.2300000
2025-04-30,047945,2049.500,0.046277,118.4700000
2025-05-30,047945,2329.700,0.095552,129.7900000
2025-06-30,047945,2571.400,0.074566,138.6200000
2025-07-31,047945,2930.500,0.023734,141.9100000
2025-08-29,047945,3190.900,0.006060,142.7700000
2025-09-30,047945,3888.700,0.057369,150.7200000
2025-10-31,047945,4689.600,0.040605,156.8400000
2025-11-28,047945,4882.700,-0.028653,152.3461000
2025-12-31,047945,5257.700,0.006915,153.0599000
2026-01-30,047945,6366.000,0.076087,164.7058000
2026-02-27,047945,8242.200,0.080807,178.0151000
2026-03-31,047945,7645.700,-0.082682,163.1950000
2026-04-30,047945,10045.900,0.169185,190.8052000
2026-05-29,047945,11288.300,0.010438,192.7969000
2026-06-30,047945,12076.600,-0.004932,191.0855000
2010-02-26,048902,4.000,R,19.8501000
2010-03-31,048902,6.200,0.047007,20.7832000
2010-04-30,048902,7.000,-0.037434,20.0052000
2010-05-28,048902,5.500,-0.084883,18.3071000
2010-06-30,048902,8.200,-0.005899,18.1991000
2010-07-30,048902,,0.100346,20.0253000
2010-08-31,048902,,-0.052519,18.9736000
2010-09-30,048902,,0.104788,20.9618000
2010-10-29,048902,10.600,0.013558,21.2460000
2010-11-30,048902,14.500,-0.027233,20.6674000
2010-12-31,048902,18.000,0.032458,21.2075000
2011-01-31,048902,18.300,0.013269,21.4889000
2011-02-28,048902,19.400,-0.051403,20.3843000
2011-03-31,048902,21.100,0.091217,22.2437000
2011-04-29,048902,23.700,0.013226,22.5379000
2011-05-31,048902,24.600,-0.008670,22.3425000
2011-06-30,048902,19.400,-0.032745,21.6109000
2011-07-29,048902,19.300,-0.010018,21.3944000
2011-08-31,048902,17.000,-0.116423,18.9036000
2011-09-30,048902,12.600,-0.258120,14.0242000
2011-10-31,048902,14.700,0.233725,17.3020000
2011-11-30,048902,13.100,-0.111317,15.3760000
2011-12-30,048902,12.200,0.019625,15.2826000
2012-01-31,048902,13.400,0.098157,16.7827000
2012-02-29,048902,14.200,0.128412,18.9378000
2012-03-30,048902,12.300,-0.133791,16.4041000
2012-04-30,048902,13.200,0.071726,17.5807000
2012-05-31,048902,12.200,-0.075992,16.2447000
2012-06-29,048902,10.500,-0.008304,16.1098000
2012-07-31,048902,10.200,-0.026226,15.6873000
2012-08-31,048902,9.700,-0.049773,14.9065000
2012-09-28,048902,10.500,0.081401,16.1199000
2012-10-31,048902,11.500,0.095491,17.6592000
2012-11-30,048902,11.900,0.032521,18.2335000
2012-12-31,048902,12.500,0.067316,19.2211000
2013-01-31,048902,14.700,0.021497,19.6343000
2013-02-28,048902,14.100,-0.045421,18.7425000
2013-03-28,048902,13.100,-0.065301,17.5186000
2013-04-30,048902,12.300,-0.000040,17.5179000
2013-05-31,048902,12.200,-0.006570,17.4028000
2013-06-28,048902,9.400,-0.104029,15.5924000
2013-07-31,048902,10.000,0.073388,16.7367000
2013-08-30,048902,10.500,0.041561,17.4323000
2013-09-30,048902,9.800,0.021139,17.8008000
2013-10-31,048902,10.300,0.053576,18.7545000
2013-11-29,048902,10.800,0.044848,19.5956000
2013-12-31,048902,10.100,-0.047776,18.3922000
2014-01-31,048902,9.300,-0.080871,16.9048000
2014-02-28,048902,9.200,-0.013280,16.6803000
2014-03-31,048902,9.100,-0.003028,16.6298000
2014-04-30,048902,9.000,-0.013524,16.4049000
2014-05-30,048902,9.100,0.013508,16.6265000
2014-06-30,048902,9.300,0.022073,16.9935000
2014-07-31,048902,8.600,0.118298,19.0038000
2014-08-29,048902,6.600,-0.011729,18.7809000
2010-02-26,048903,2.000,R,19.7728000
2010-03-31,048903,11.300,0.039327,20.5504000
2010-04-30,048903,21.700,0.006808,20.6903000
2010-05-28,048903,22.600,-0.091188,18.8036000
2010-06-30,048903,25.100,0.024096,19.2567000
2010-07-30,048903,,0.086167,20.9160000
2010-08-31,048903,,-0.009337,20.7207000
2010-09-30,048903,,0.091184,22.6101000
2010-10-29,048903,52.700,0.036524,23.4359000
2010-11-30,048903,58.600,-0.020055,22.9659000
2010-12-31,048903,66.400,0.047104,23.7286000
2011-01-31,048903,73.500,-0.016297,23.3419000
2011-02-28,048903,76.900,0.013928,23.6670000
2011-03-31,048903,83.800,0.073064,25.3962000
2011-04-29,048903,89.500,0.020972,25.9288000
2011-05-31,048903,92.400,0.003702,26.0248000
2011-06-30,048903,90.900,-0.015916,25.6106000
2011-07-29,048903,87.400,-0.038711,24.6192000
2011-08-31,048903,78.800,-0.044624,23.5206000
2011-09-30,048903,69.900,-0.150587,19.9787000
2011-10-31,048903,76.400,0.140980,22.7953000
2011-11-30,048903,68.400,-0.062671,21.3667000
2011-12-30,048903,65.700,0.007259,20.5385000
2012-01-31,048903,75.400,0.113119,22.8618000
2012-02-29,048903,89.500,0.087819,24.8695000
2012-03-30,048903,89.600,-0.026370,24.2137000
2012-04-30,048903,88.500,-0.012662,23.9071000
2012-05-31,048903,74.400,-0.123060,20.9651000
2012-06-29,048903,75.200,0.025213,21.4937000
2012-07-31,048903,72.600,0.008272,21.6715000
2012-08-31,048903,71.600,-0.013174,21.3860000
2012-09-28,048903,70.300,-0.018620,20.9878000
2012-10-31,048903,70.800,0.006537,21.1250000
2012-11-30,048903,73.700,-0.044080,20.1938000
2012-12-31,048903,76.000,0.072634,20.8168000
2013-01-31,048903,80.000,0.038459,21.6174000
2013-02-28,048903,80.200,0.003261,21.6879000
2013-03-28,048903,79.700,-0.019555,21.2638000
2013-04-30,048903,76.900,-0.022263,20.7904000
2013-05-31,048903,67.200,-0.076131,19.2076000
2013-06-28,048903,59.800,-0.084571,17.5832000
2013-07-31,048903,58.900,-0.015538,17.3100000
2013-08-30,048903,54.200,-0.051727,16.4146000
2013-09-30,048903,60.100,0.109579,18.2133000
2013-10-31,048903,62.400,0.038862,18.9211000
2013-11-29,048903,56.500,-0.052608,17.9257000
2013-12-31,048903,52.800,-0.019215,17.0287000
2014-01-31,048903,35.500,-0.094681,15.4164000
2014-02-28,048903,34.500,-0.028003,14.9847000
2014-03-31,048903,36.900,0.094723,16.4041000
2014-04-30,048903,37.000,0.002829,16.4505000
2014-05-30,048903,34.900,-0.014541,16.2113000
2014-06-30,048903,47.100,0.056658,17.1298000
2014-07-31,048903,40.500,-0.034139,16.5450000
2014-08-29,048903,31.600,0.060423,17.5447000
2014-09-30,048903,24.600,-0.176179,14.4537000
2014-10-31,048903,23.800,-0.030740,14.0094000
2014-11-28,048903,21.200,-0.053557,13.2591000
2014-12-31,048903,17.100,-0.106329,11.0415000
2015-01-30,048903,14.000,-0.122746,9.6862000
2015-02-27,048903,14.000,0.034224,10.0177000
2015-03-31,048903,12.600,-0.102439,8.9915000
2015-04-30,048903,14.200,0.127732,10.1400000
2015-05-29,048903,13.200,-0.099290,9.1332000
2015-06-30,048903,13.000,-0.016807,8.9797000
2015-07-31,048903,11.400,-0.122098,7.8833000
2015-08-31,048903,9.500,-0.171210,6.5336000
2015-09-30,048903,8.600,-0.094741,5.9146000
2015-10-30,048903,9.000,,
2010-08-31,049962,,R,19.3400000
2010-09-30,049962,,0.134436,21.9400000
2010-10-29,049962,32.600,-0.010939,21.7000000
2010-11-30,049962,44.400,-0.090783,19.7300000
2010-12-31,049962,62.700,0.059301,20.9000000
2011-01-31,049962,68.800,-0.133493,18.1100000
2011-02-28,049962,71.400,-0.061292,17.0000000
2011-03-31,049962,85.400,0.141176,19.4000000
2011-04-29,049962,85.800,-0.006186,19.2800000
2011-05-31,049962,80.400,-0.063278,18.0600000
2011-06-30,049962,81.200,0.011074,18.2600000
2011-07-29,049962,81.100,-0.002191,18.2200000
2011-08-31,049962,70.100,-0.126235,15.9200000
2011-09-30,049962,63.900,-0.077261,14.6900000
2011-10-31,049962,66.600,0.067393,15.6800000
2011-11-30,049962,55.300,-0.170918,13.0000000
2011-12-30,049962,48.600,-0.092156,11.7200000
2012-01-31,049962,58.900,0.272184,14.9100000
2012-02-29,049962,62.600,0.076459,16.0500000
2012-03-30,049962,60.700,-0.066044,14.9900000
2012-04-30,049962,55.700,-0.083389,13.7400000
2012-05-31,049962,46.500,-0.152838,11.6400000
2012-06-29,049962,50.900,0.092784,12.7200000
2012-07-31,049962,50.400,-0.008648,12.6100000
2012-08-31,049962,49.400,-0.032514,12.2000000
2012-09-28,049962,59.500,0.203279,14.6800000
2012-10-31,049962,55.200,-0.059946,13.8000000
2012-11-30,049962,58.000,0.050000,14.4900000
2012-12-31,049962,61.000,0.015072,14.5200000
2013-01-31,049962,62.000,0.017218,14.7700000
2013-02-28,049962,54.600,-0.119838,13.0000000
2013-03-28,049962,51.500,-0.056154,12.2700000
2013-04-30,049962,68.100,0.088835,13.3600000
2013-05-31,049962,66.500,-0.077844,12.3200000
2013-06-28,049962,59.300,-0.099838,11.0900000
2013-07-31,049962,55.400,-0.066727,10.3500000
2013-08-30,049962,48.800,-0.118841,9.1200000
2013-09-30,049962,,0.125000,10.2600000
2013-10-31,049962,,0.119883,11.4900000
2013-11-29,049962,,0.008703,11.5900000
2013-12-31,049962,16.500,0.032515,10.6400000
2014-01-31,049962,14.700,-0.110902,9.4600000
2014-02-28,049962,15.000,0.024313,9.6900000
2014-03-31,049962,17.600,0.171311,11.3500000
2014-04-30,049962,17.900,-0.013216,11.2000000
2014-05-30,049962,43.000,0.239286,13.8800000
2014-06-30,049962,60.400,0.061960,14.7400000
2014-07-31,049962,62.200,-0.052239,13.9700000
2014-08-29,049962,59.300,-0.023622,13.6400000
2014-09-30,049962,50.000,-0.048387,12.9800000
2014-10-31,049962,48.400,0.066256,13.8400000
2014-11-28,049962,46.900,-0.018064,13.5900000
2014-12-31,049962,44.100,-0.056785,12.7800000
2015-01-30,049962,45.500,0.062598,13.5800000
2015-02-27,049962,46.000,0.011782,13.7400000
2015-03-31,049962,47.700,-0.048035,13.0800000
2015-04-30,049962,54.300,-0.033639,12.6400000
2015-05-29,049962,55.400,0.018987,12.8800000
2015-06-30,049962,53.700,-0.031056,12.4800000
2015-07-31,049962,52.400,-0.000801,12.4700000
2015-08-31,049962,43.600,-0.125100,10.9100000
2015-09-30,049962,42.900,-0.017415,10.7200000
2015-10-30,049962,42.800,0.024254,10.9800000
2015-11-30,049962,37.800,-0.043716,10.5000000
2015-12-31,049962,41.200,0.027380,10.6900000
2016-01-29,049962,35.700,-0.122544,9.3800000
2016-02-29,049962,32.800,-0.078891,8.6400000
2016-03-31,049962,39.900,0.185185,10.2400000
2016-04-29,049962,41.200,0.032227,10.5700000
2016-05-31,049962,40.800,-0.010407,10.4600000
2016-06-30,049962,42.700,0.046845,10.9500000
2016-07-29,049962,46.000,0.077626,11.8000000
2016-08-31,049962,45.700,0.017797,12.0100000
2016-09-30,049962,45.300,-0.021649,11.7500000
2016-10-31,049962,48.900,0.027234,12.0700000
2016-11-30,049962,37.700,-0.068766,11.2400000
2016-12-30,049962,34.200,-0.019103,10.7000000
2017-01-31,049962,37.500,0.096262,11.7300000
2017-02-28,049962,39.400,0.051151,12.3300000
2017-03-31,049962,41.500,0.052717,12.9800000
2017-04-28,049962,48.600,0.053929,13.6800000
2017-05-31,049962,51.000,-0.019006,13.4200000
2017-06-30,049962,49.200,-0.008942,13.3000000
2017-07-31,049962,53.100,0.078947,14.3500000
2017-08-31,049962,48.000,0.013937,14.5500000
2017-09-29,049962,50.300,-0.026117,14.1700000
2017-10-31,049962,54.500,0.098095,15.5600000
2017-11-30,049962,54.700,-0.022494,15.2100000
2017-12-29,049962,58.700,0.049594,15.8600000
2018-01-31,049962,57.100,-0.014502,15.6300000
2018-02-28,049962,53.300,-0.052463,14.8100000
2018-03-29,049962,49.600,-0.056043,13.9800000
2018-04-30,049962,47.700,0.032904,14.4400000
2018-05-31,049962,43.400,-0.061634,13.5500000
2018-06-29,049962,36.800,-0.063469,12.6900000
2018-07-31,049962,36.700,0.032309,13.1000000
2018-08-31,049962,36.700,0.019847,13.3600000
2018-09-28,049962,32.700,-0.110030,11.8900000
2018-10-31,049962,30.100,-0.063078,11.1400000
2018-11-30,049962,31.700,0.072711,11.9500000
2018-12-31,049962,31.700,0.014705,11.9600000
2019-01-31,049962,28.200,-0.092809,10.8500000
2019-02-28,049962,28.300,0.001843,10.8700000
2019-03-29,049962,31.400,0.111316,12.0800000
2019-04-30,049962,30.200,-0.018212,11.8600000
2019-05-31,049962,29.300,-0.032040,11.4800000
2012-01-31,054397,2.500,R,24.7900000
2012-02-29,054397,5.300,0.058923,26.2507000
2012-03-30,054397,5.000,-0.049058,24.9629000
2012-04-30,054397,4.900,-0.016212,24.5582000
2012-05-31,054397,4.300,-0.126711,21.4464000
2012-06-29,054397,4.500,0.055623,22.3124000
2012-07-31,054397,4.600,0.020957,22.7800000
2012-08-31,054397,4.700,0.032046,23.5100000
2012-09-28,054397,4.900,0.032752,24.2800000
2012-10-31,054397,4.800,-0.013591,23.9500000
2012-11-30,054397,4.700,-0.020042,23.4700000
2012-12-31,054397,4.700,0.015364,23.5500000
2013-01-31,054397,4.900,0.048832,24.7000000
2013-02-28,054397,4.800,-0.024291,24.1000000
2013-03-28,054397,4.800,0.005809,24.2400000
2013-04-30,054397,4.900,0.002475,24.3000000
2013-05-31,054397,4.900,0.006173,24.4500000
2013-06-28,054397,4.600,-0.042388,23.0700000
2013-07-31,054397,4.800,0.050715,24.2400000
2013-08-30,054397,4.800,-0.007426,24.0600000
2013-09-30,054397,5.000,0.030341,24.7900000
2013-10-31,054397,5.200,0.039532,25.7700000
2013-11-29,054397,5.100,-0.002716,25.7000000
2013-12-31,054397,5.200,0.022864,25.9800000
2014-01-31,054397,4.800,-0.070824,24.1400000
2014-02-28,054397,5.100,0.058824,25.5600000
2014-03-31,054397,5.200,0.019171,26.0500000
2014-04-30,054397,5.500,0.058733,27.5800000
2014-05-30,054397,5.600,0.006526,27.7600000
2014-06-30,054397,5.700,0.044198,28.6400000
2014-07-31,054397,8.300,-0.039455,27.5100000
2014-08-29,054397,8.400,0.019993,28.0600000
2014-09-30,054397,7.700,-0.082680,25.7400000
2014-10-31,054397,7.300,-0.054779,24.3300000
2014-11-28,054397,6.600,-0.089601,22.1500000
2014-12-31,054397,12.900,-0.024206,21.4300000
2015-01-30,054397,18.300,-0.049930,20.3600000
2015-02-27,054397,28.100,0.060413,21.5900000
2015-03-31,054397,30.900,-0.044928,20.6200000
2015-04-30,054397,36.200,0.096508,22.6100000
2015-05-29,054397,32.000,-0.057939,21.3000000
2015-06-30,054397,30.400,-0.036932,20.2400000
2015-07-31,054397,28.200,-0.069664,18.8300000
2015-08-31,054397,24.700,-0.061604,17.6700000
2015-09-30,054397,26.400,-0.065082,16.5200000
2015-10-30,054397,29.500,0.115012,18.4200000
2015-11-30,054397,31.200,-0.004886,18.3300000
2015-12-31,054397,28.000,-0.085931,16.4700000
2016-01-29,054397,27.100,-0.034001,15.9100000
2016-02-29,054397,28.300,-0.010057,15.7500000
2016-03-31,054397,33.100,0.104762,17.4000000
2016-04-29,054397,36.000,0.090230,18.9700000
2016-05-31,054397,35.100,-0.027412,18.4500000
2016-06-30,054397,37.900,0.040596,18.9300000
2016-07-29,054397,37.000,-0.021659,18.5200000
2016-08-31,054397,37.400,0.010799,18.7200000
2016-09-30,054397,36.500,0.025107,19.1900000
2016-10-31,054397,36.000,-0.012507,18.9500000
2016-11-30,054397,37.900,0.053298,19.9600000
2016-12-30,054397,38.900,0.041175,20.4900000
2017-01-31,054397,37.600,-0.033675,19.8000000
2017-02-28,054397,36.900,-0.019697,19.4100000
2017-03-31,054397,35.100,0.003606,19.4800000
2017-04-28,054397,34.400,-0.018480,19.1200000
2017-05-31,054397,34.000,-0.010983,18.9100000
2017-06-30,054397,32.900,-0.018023,18.2700000
2017-07-31,054397,34.200,0.041051,19.0200000
2017-08-31,054397,33.400,-0.023659,18.5700000
2017-09-29,054397,34.400,0.090468,20.2500000
2017-10-31,054397,35.200,0.021728,20.6900000
2017-11-30,054397,33.600,0.015950,21.0200000
2017-12-29,054397,34.500,0.044528,21.5700000
2018-01-31,054397,35.800,0.038479,22.4000000
2018-02-28,054397,32.900,-0.081696,20.5700000
2018-03-29,054397,33.300,0.013126,20.8400000
2018-04-30,054397,36.400,0.092610,22.7700000
2018-05-31,054397,41.600,0.014493,23.1000000
2018-06-29,054397,41.500,0.009391,23.0400000
2018-07-31,054397,47.000,0.019097,23.4800000
2018-08-31,054397,47.900,-0.028961,22.8000000
2018-09-28,054397,50.000,0.044298,23.8100000
2018-10-31,054397,45.100,-0.097858,21.4800000
2018-11-30,054397,45.500,-0.037709,20.6700000
2018-12-31,054397,44.400,-0.088924,18.5200000
2019-01-31,054397,48.500,0.091253,20.2100000
2019-02-28,054397,49.700,0.023751,20.6900000
2019-03-29,054397,50.400,0.014016,20.9800000
2019-04-30,054397,50.600,0.004290,21.0700000
2019-05-31,054397,46.400,-0.083531,19.3100000
2019-06-28,054397,48.400,0.061947,20.1800000
2019-07-31,054397,50.700,-0.034688,19.4800000
2019-08-30,054397,46.700,-0.077515,17.9700000
2019-09-30,054397,49.100,0.050083,18.8700000
2019-10-31,054397,48.700,-0.007419,18.7300000
2019-11-29,054397,46.000,0.002670,18.7800000
2019-12-31,054397,46.700,0.055728,19.0400000
2020-01-31,054397,42.800,-0.100840,17.1200000
2020-02-28,054397,36.500,-0.147196,14.6000000
2020-03-31,054397,31.400,-0.283562,10.4600000
2020-04-30,054397,38.900,0.163480,12.1700000
2020-05-29,054397,43.000,0.008217,12.2700000
2020-06-30,054397,46.800,0.008859,12.1500000
2020-07-31,054397,49.200,-0.023045,11.8700000
2020-08-31,054397,50.000,0.014322,12.0400000
2020-09-30,054397,41.400,-0.128738,10.4900000
2020-10-30,054397,37.000,-0.060057,9.8600000
2020-11-30,054397,47.300,0.280933,12.6300000
2020-12-31,054397,51.900,0.049585,12.9800000
2021-01-29,054397,59.100,0.023112,13.2800000
2021-02-26,054397,68.300,0.155120,15.3400000
2021-03-31,054397,69.500,0.018905,15.6300000
2021-04-30,054397,69.500,-0.000640,15.6200000
2021-05-28,054397,75.100,0.056338,16.5000000
2021-06-30,054397,79.000,0.043433,16.9800000
2021-07-30,054397,79.800,-0.069494,15.8000000
2021-08-31,054397,80.100,0.003797,15.8600000
2021-09-30,054397,88.800,0.109079,17.5900000
2021-10-29,054397,95.000,0.069926,18.8200000
2021-11-30,054397,85.400,-0.064293,17.6100000
2021-12-31,054397,86.600,0.040934,17.8600000
2022-01-31,054397,94.600,0.138858,20.3400000
2022-02-28,054397,99.300,0.028132,20.9122000
2022-03-31,054397,112.400,0.074727,22.4749000
2022-04-29,054397,118.300,-0.006621,22.3261000
2022-05-31,054397,147.900,0.132173,25.2770000
2022-06-30,054397,120.200,-0.145320,21.2820000
